id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified,entry_note,source_file
"eval_backtest_significance","backtest-significance.js block bootstrap","evaluation","spread","server/services/backtest-significance.js","server/services/backtest-significance.js:57","pairedBootstrapDiff — week-clustered block bootstrap significance for backtest comparisons","caller-supplied prediction/truth series","n/a","n/a","none (statistical test)","self","yes","unmeasured","unknown (not found)","unknown (not found)","live","n/a","n/a","2026-09-16","","rows-data-and-infra.csv"
"eval_ensemble_rank_report","scripts/ensemble-rank-report.mjs effective-rank measurement","evaluation","spread","scripts/ensemble-rank-report.mjs","scripts/ensemble-rank-report.mjs:1","measures how many independent signals the NFL ensemble actually carries (correlation structure of walk-forward component predictions) -> nfl_ensemble_rank_reports","nfl_ensemble_fit_artifacts,nfl_ensemble_rank_reports","n/a","ensemble components","none (measurement only, writes no forecast per its own header)","self","unknown (not found)","effective rank 2.56 cited in LATEST-PLAN as the reason components are heavily correlated (""Effective rank result — the §5 gate"" section) and why Holm/BH are conservative there","unknown (not found)","unknown (not found)","live","n/a","n/a","2026-09-16","module docstring; CLI script, no exported functions)","rows-data-and-infra.csv"
"eval_forecast_comparison","forecast-comparison.js DM + Giacomini-White","evaluation","spread","server/services/forecast-comparison.js","server/services/forecast-comparison.js:228","dieboldMariano + (new) Giacomini-White conditional predictive ability test","forecaster loss series (caller-supplied)","n/a","forecaster components under test","none (statistical test)","self","yes — GW's test pins that with a constant conditioning vector it reduces to DM","""FINAL ORDER #4"": GW asks whether A is knowably better AT A GIVEN TIME, the right question when models are refit at every walk-forward cutoff; honest limit recorded in code: the chi-squared reference is asymptotic with no small-sample correction, so on ~18-week samples a marginal p is no evidence","unknown (not found)","unknown (not found)","live","n/a","yes","2026-09-16","","rows-data-and-infra.csv"
"eval_governed_comparison","server/modeling/governed-comparison.js Holm-governed comparison","evaluation","spread","server/modeling/governed-comparison.js","server/modeling/governed-comparison.js:103","Holm step-down multiplicity correction across a declared test family + governed model-vs-model comparison","caller-supplied component test results","n/a","n/a","none (statistical test)","self","unknown (not found)","""FINAL ORDER #4"": on the residual gate's declared family, family_size 32, pass_count_raw 0, pass_count_holm 0 (best raw p 0.38 vs 0.05 bar) — docs/evidence/2026-09-16/residual-gate-holm-correction.txt","this codebase carries THREE independent Holm implementations (stats-util.js, governed-comparison.js, player-head-validation.js) — checked mathematically equivalent, but a fourth would be a duplicate-formula defect per the recurring checklist","unknown (not found)","live","n/a","n/a","2026-09-16","holmAdjust), :155 (governedComparison)","rows-data-and-infra.csv"
"eval_nfl_blind_audit","nfl-blind-audit.js outcome-blind historical diagnostic","evaluation","spread","server/services/nfl-blind-audit.js","server/services/nfl-blind-audit.js:210","runs outcome-blind replay of opened seasons into nfl_blind_audit_runs/weeks/week_performance","nfl_depth,nfl_injuries,nfl_snaps,nfl_pfr_adv,nfl_ngs,nfl_team_week_features,nfl_play_by_play,nfl_news_signals","n/a","forecaster components under test","simulation","self","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","n/a","yes","2026-09-16","","rows-data-and-infra.csv"
"eval_nfl_replay","nfl-replay.js historical replay/backtest","evaluation","spread","server/services/nfl-replay.js","server/services/nfl-replay.js:58","walk-forward replay grading (uncertainty, opener-regrade counterfactuals) into nfl_replay_runs/nfl_replay_bets","nfl_decision_runs,nfl_decision_events,nfl_candidate_input_audits,nfl_neural_replay_audits,nfl_policy_audits,nfl_weekly_expert_examples","n/a","forecaster components under test","simulation","self","unknown (not found)","drive-sim 52.14% ATS pooled 256-235 over 2021-2025 walk-forward (491 games), P(ATS>=256|break-even)=0.56 — not distinguishable from break-even (docs/evidence/2026-09-16/drive-sim-backtest-post-final-order-2.json); the commonly-cited 42.86% figure has NO recorded provenance anywhere in the repo","the 42.86%/'trend totals 43.81%'/'GBM-on-residual worse than zero' figures cited in gridiron-model.js comments are unreproducible — no sample size/season/config recorded (LATEST-PLAN Section B)","add sample-size/season/config provenance metadata to every measured-dead claim in gridiron-model.js","live","n/a","yes (graded against closing line by default; opener variant exists in preregistered CLV measurement)","2026-09-16","","rows-data-and-infra.csv"
"eval_unified_margin_audit_py","research/betting/nfl/unified_margin_audit.py","evaluation","spread","research/betting/nfl/unified_margin_audit.py","research/betting/nfl/unified_margin_audit.py:115","Python walk-forward protocol producing predictions.json for the unified margin model family (python_football/python_unified)","unknown (not found) — Python-side data loading not read this session","n/a","n/a","gbm","self (feeds unified-margin-audit-significance.mjs)","unknown (not found)","unmeasured","deliberately computes no interval of its own (per unified-margin-audit-significance.mjs's header comment, which reuses the JS bootstrap instead)","unknown (not found)","live","n/a","yes — stage3 states market_spread NEVER enters, per LATEST-PLAN opener-CLV forecaster inventory table","2026-09-16","protocol)","rows-data-and-infra.csv"
"eval_unified_margin_audit_significance","scripts/unified-margin-audit-significance.mjs","evaluation","spread","scripts/unified-margin-audit-significance.mjs","scripts/unified-margin-audit-significance.mjs:1","week-clustered significance for a unified-margin audit run's predictions.json, via the existing pairedBootstrapDiff","reads a run directory's predictions.json (from research/betting/nfl/unified_margin_audit.py)","n/a","backtest-significance.js pairedBootstrapDiff","none (statistical harness)","backtest-significance.js pairedBootstrapDiff","unknown (not found)","unmeasured","deliberately reuses the ONE tested block bootstrap in the codebase rather than reimplementing significance in Python, per its own header comment","unknown (not found)","live","n/a","unknown (not found)","2026-09-16","module docstring; no exported functions — CLI script)","rows-data-and-infra.csv"
"unified_margin_audit","Unified margin walk-forward audit","evaluation","spread","research/betting/nfl/unified_margin_audit.py","research/betting/nfl/unified_margin_audit.py:237","Per-week out-of-sample margin predictions for unified_model and (optionally) market_correction, paired against market and zero-info baselines; writes report.json/predictions.json/preregistered.json","SQLite via shared_dataset.build_football_dataset(args.db, ...) (lines 562-564)","reuses stage3.row_features/FEATURE_NAMES and market_correction's correction feature names via the modules it imports","stage3_team_strength.py, unified_model.py (fit_unified), market_correction.py (fit_market_correction, RECIPE_V1/V2/V3), weekly_training.py, model_artifact.py (lines 75-80)","none (evaluation harness only; calls the ridge/gbm models owned by the other files)","is itself the evaluation harness for the Python stack","unknown (not found)","unmeasured within this file — all metrics computed at runtime and written to report.json; no hardcoded MAE numbers found in source (grep for MAE patterns returned nothing)","Explicit 'limitations' list at lines 673-690, incl. 'market_spread is the stored historical spread, not a verified decision-time executable quote; no result here is a betting or profitability finding'; confirms 'The market-correction head has no betting authority: it is not in weekly_training.py; its walk-forward output is exported to a lookup ... that the JS ensemble registers as a challenger-only component, structurally excluded from every live pick'.","unknown (not found)","live (as an audit/evaluation tool) — its LATEST.json pointer is read downstream by the explain-pick tool (lines 716-719), though it makes 'no automatic gate, threshold or stake change' (line 721)","yes — asserts no test-week game leaks into its own training set (AssertionError if found, lines 293-298); each week trained only on eligible_football_rows(rows, cutoff)","yes/n/a — market_spread used only as the comparison baseline (_market_pred = -market_spread, line 266) and as an input to the market_correction head it audits, never as a feature of the audited unified model itself","2026-09-16","run_walk_forward); CLI entry main() at line 746","rows-spread-forecasters.csv"
"nfl_live_edge","Live tradeable-edge gate","execution_policy","live","server/services/live-edge.js","server/services/live-edge.js:108","Tradeable in-game edge (calibrated model probability vs supplied/Polymarket market probability), gated by residual-error floor, spread cost, and feed-staleness checks","polymarket_markets;polymarket_quotes","calibrated win probability,market probability,seconds since state change","nfl-live.js:liveWinProbability;nfl-espn-pbp.js:pollLiveGames","lookup","claimed via nfl-espn-pbp.js:liveModelValidation (2,196 graded states)","unknown (not found)","unmeasured - the Brier 0.1708/skill 0.3167/ECE 0.0471/n=2196 figures are hardcoded constants in this file's own code and status output, not found in docs/evidence or experiment-results","CALIBRATION_MAP validation numbers are a frozen snapshot string, not recomputed at call time, and are unverified against the live liveModelValidation harness's current output","persist a dated liveModelValidation run to docs/evidence and recompute CALIBRATION_MAP from it","live","yes for the win-probability piece; adds an explicit latency gate (blocks trading if secondsSinceStateChange<20)","yes - marketProbability is a required input, and liveBoard reads live Polymarket order books directly","2026-09-16","liveEdge); :77 (calibrateLiveProbability); :178 (liveBoard)","rows-player-news-live.csv"
"gridiron_authority","Gridiron Authority Ladder","execution_policy","market","server/services/gridiron-model.js","server/services/gridiron-model.js:483","Not a forecast — a permission decision (authoritative/advisory/research/retired, and whether purpose inform/rank/size is allowed) per capability id, derived from the sealed audit registry; consensus() outputs an inverse-variance-weighted combined value","audit_registry, player_head_audits","Sealed audit rows (observed/threshold/direction/passed/sample_size), static CAPABILITIES metadata table, caller-supplied estimates:[{source,value,rmse}] for consensus()","references ~24 other modules by name as metadata only (player-week-engine, nfl-drive-sim, nfl-market, nfl-ensemble, nfl-team-strength, etc.) — imports only db/index.js directly","rule","statusOf() reads audit_registry WHERE status='sealed'","test/gridiron-model.test.js","unmeasured (the ladder itself is not measured; it cites others' results verbatim, e.g. drive-sim 42.86% ATS / totals 43.81% / GBM-on-residual worse than zero, gridiron-model.js:10-13 — NOTE: the 42.86% figure is documented elsewhere as unreproducible, see drive_sim row)","Explicitly documents six 'MEASURED DEAD' components; several retired capability entries with sealed_audit_negative evidence.","unknown (not found)","live (imported by server/routes/model.js, nfl-engine-registry.js, nfl-unified-engine.js)","no — no cutoff/asOf parameter; statusOf() reads the audit registry's current state at call time, so the same capability id can change authority between two calls","n/a (does not itself fetch market odds; only reads audit_registry rows)","2026-09-16","ask); also modelMap:443, consensus:529","rows-spread-forecasters.csv"
"exec_nfl_auto_picks","nfl-auto-picks.js live pick generator","execution_policy","spread","server/services/nfl-auto-picks.js","server/services/nfl-auto-picks.js:83","the served NFL spread pick -> INSERT INTO nfl_auto_picks","nfl_pick_decisions,nfl_team_week_features,nfl_injuries,nfl_snaps,nfl_pfr_adv,nfl_depth,nfl_nfelo_games,nfl_nfelo_lines,nfl_nfelo_qb,nfl_ensemble_fit_artifacts","shinNoVig,calibratedCoverProbability,promotedFindingVeto","nfl-ensemble.js ensembleLine (35 models, 14 live per LATEST-PLAN)","heuristic","nfl-replay.js / nfl-blind-audit.js","unknown (not found)","served spread forecast has been the market line verbatim at every cutoff ever shipped — 0 of 848 fit artifacts ever passed the residual gate; a joint fit also fails (rmse_gain -0.008, dm_p 0.9415, n=749 out-of-fold) — LATEST-PLAN Section B","blendMode 'market_residual' returns the closing market verbatim whenever the joint gate fails, which it always has to date; the live path is built on inputs (nfl_snaps/nfl_pfr_adv/nfl_team_week_features) that carry no receipt clock (FINAL ORDER #3)","unknown (not found)","live","no (three of the five raw input tables carry no receipt clock; nfl_injuries clock is dead for 2025-26)","yes (market_residual blend mode reads the closing line)","2026-09-16","autoPickDecisionBoard), :29 (ensurePicksFor), :125 (buildCandidate — per LATEST-PLAN citation)","rows-data-and-infra.csv"
